hour,solar_kw,bess_soc_percent,mall_load_kw
8040,2024-12-01 00:00:00-05:00,2024-12-01 00:00:00,01/12/2024 00:00;551
8041,2024-12-01 01:00:00-05:00,2024-12-01 01:00:00,01/12/2024 01:00;499
8042,2024-12-01 02:00:00-05:00,2024-12-01 02:00:00,01/12/2024 02:00;495
8043,2024-12-01 03:00:00-05:00,2024-12-01 03:00:00,01/12/2024 03:00;491
8044,2024-12-01 04:00:00-05:00,2024-12-01 04:00:00,01/12/2024 04:00;478
8045,2024-12-01 05:00:00-05:00,2024-12-01 05:00:00,01/12/2024 05:00;456
8046,2024-12-01 06:00:00-05:00,2024-12-01 06:00:00,01/12/2024 06:00;479
8047,2024-12-01 07:00:00-05:00,2024-12-01 07:00:00,01/12/2024 07:00;533
8048,2024-12-01 08:00:00-05:00,2024-12-01 08:00:00,01/12/2024 08:00;742
8049,2024-12-01 09:00:00-05:00,2024-12-01 09:00:00,01/12/2024 09:00;1073
8050,2024-12-01 10:00:00-05:00,2024-12-01 10:00:00,01/12/2024 10:00;1804
8051,2024-12-01 11:00:00-05:00,2024-12-01 11:00:00,01/12/2024 11:00;2265
8052,2024-12-01 12:00:00-05:00,2024-12-01 12:00:00,01/12/2024 12:00;2276
8053,2024-12-01 13:00:00-05:00,2024-12-01 13:00:00,01/12/2024 13:00;2309
8054,2024-12-01 14:00:00-05:00,2024-12-01 14:00:00,01/12/2024 14:00;2408
8055,2024-12-01 15:00:00-05:00,2024-12-01 15:00:00,01/12/2024 15:00;2422
8056,2024-12-01 16:00:00-05:00,2024-12-01 16:00:00,01/12/2024 16:00;2428
8057,2024-12-01 17:00:00-05:00,2024-12-01 17:00:00,01/12/2024 17:00;2436
8058,2024-12-01 18:00:00-05:00,2024-12-01 18:00:00,01/12/2024 18:00;2411
8059,2024-12-01 19:00:00-05:00,2024-12-01 19:00:00,01/12/2024 19:00;2394
8060,2024-12-01 20:00:00-05:00,2024-12-01 20:00:00,01/12/2024 20:00;2371
8061,2024-12-01 21:00:00-05:00,2024-12-01 21:00:00,01/12/2024 21:00;2219
8062,2024-12-01 22:00:00-05:00,2024-12-01 22:00:00,01/12/2024 22:00;1469
8063,2024-12-01 23:00:00-05:00,2024-12-01 23:00:00,01/12/2024 23:00;720
8064,2024-12-02 00:00:00-05:00,2024-12-02 00:00:00,02/12/2024 00:00;568
8065,2024-12-02 01:00:00-05:00,2024-12-02 01:00:00,02/12/2024 01:00;538
8066,2024-12-02 02:00:00-05:00,2024-12-02 02:00:00,02/12/2024 02:00;517
8067,2024-12-02 03:00:00-05:00,2024-12-02 03:00:00,02/12/2024 03:00;510
8068,2024-12-02 04:00:00-05:00,2024-12-02 04:00:00,02/12/2024 04:00;505
8069,2024-12-02 05:00:00-05:00,2024-12-02 05:00:00,02/12/2024 05:00;488
8070,2024-12-02 06:00:00-05:00,2024-12-02 06:00:00,02/12/2024 06:00;538
8071,2024-12-02 07:00:00-05:00,2024-12-02 07:00:00,02/12/2024 07:00;741
8072,2024-12-02 08:00:00-05:00,2024-12-02 08:00:00,02/12/2024 08:00;1005
8073,2024-12-02 09:00:00-05:00,2024-12-02 09:00:00,02/12/2024 09:00;1390
8074,2024-12-02 10:00:00-05:00,2024-12-02 10:00:00,02/12/2024 10:00;1994
8075,2024-12-02 11:00:00-05:00,2024-12-02 11:00:00,02/12/2024 11:00;2512
8076,2024-12-02 12:00:00-05:00,2024-12-02 12:00:00,02/12/2024 12:00;2555
8077,2024-12-02 13:00:00-05:00,2024-12-02 13:00:00,02/12/2024 13:00;2520
8078,2024-12-02 14:00:00-05:00,2024-12-02 14:00:00,02/12/2024 14:00;2582
8079,2024-12-02 15:00:00-05:00,2024-12-02 15:00:00,02/12/2024 15:00;2629
8080,2024-12-02 16:00:00-05:00,2024-12-02 16:00:00,02/12/2024 16:00;2609
8081,2024-12-02 17:00:00-05:00,2024-12-02 17:00:00,02/12/2024 17:00;2551
8082,2024-12-02 18:00:00-05:00,2024-12-02 18:00:00,02/12/2024 18:00;2507
8083,2024-12-02 19:00:00-05:00,2024-12-02 19:00:00,02/12/2024 19:00;2474
8084,2024-12-02 20:00:00-05:00,2024-12-02 20:00:00,02/12/2024 20:00;2433
8085,2024-12-02 21:00:00-05:00,2024-12-02 21:00:00,02/12/2024 21:00;2323
8086,2024-12-02 22:00:00-05:00,2024-12-02 22:00:00,02/12/2024 22:00;1401
8087,2024-12-02 23:00:00-05:00,2024-12-02 23:00:00,02/12/2024 23:00;699
8088,2024-12-03 00:00:00-05:00,2024-12-03 00:00:00,03/12/2024 00:00;544
8089,2024-12-03 01:00:00-05:00,2024-12-03 01:00:00,03/12/2024 01:00;505
8090,2024-12-03 02:00:00-05:00,2024-12-03 02:00:00,03/12/2024 02:00;482
8091,2024-12-03 03:00:00-05:00,2024-12-03 03:00:00,03/12/2024 03:00;469
8092,2024-12-03 04:00:00-05:00,2024-12-03 04:00:00,03/12/2024 04:00;449
8093,2024-12-03 05:00:00-05:00,2024-12-03 05:00:00,03/12/2024 05:00;420
8094,2024-12-03 06:00:00-05:00,2024-12-03 06:00:00,03/12/2024 06:00;532
8095,2024-12-03 07:00:00-05:00,2024-12-03 07:00:00,03/12/2024 07:00;795
8096,2024-12-03 08:00:00-05:00,2024-12-03 08:00:00,03/12/2024 08:00;1202
8097,2024-12-03 09:00:00-05:00,2024-12-03 09:00:00,03/12/2024 09:00;1534
8098,2024-12-03 10:00:00-05:00,2024-12-03 10:00:00,03/12/2024 10:00;2103
8099,2024-12-03 11:00:00-05:00,2024-12-03 11:00:00,03/12/2024 11:00;2591
8100,2024-12-03 12:00:00-05:00,2024-12-03 12:00:00,03/12/2024 12:00;2637
8101,2024-12-03 13:00:00-05:00,2024-12-03 13:00:00,03/12/2024 13:00;2659
8102,2024-12-03 14:00:00-05:00,2024-12-03 14:00:00,03/12/2024 14:00;2558
8103,2024-12-03 15:00:00-05:00,2024-12-03 15:00:00,03/12/2024 15:00;2565
8104,2024-12-03 16:00:00-05:00,2024-12-03 16:00:00,03/12/2024 16:00;2620
8105,2024-12-03 17:00:00-05:00,2024-12-03 17:00:00,03/12/2024 17:00;2613
8106,2024-12-03 18:00:00-05:00,2024-12-03 18:00:00,03/12/2024 18:00;2547
8107,2024-12-03 19:00:00-05:00,2024-12-03 19:00:00,03/12/2024 19:00;2477
8108,2024-12-03 20:00:00-05:00,2024-12-03 20:00:00,03/12/2024 20:00;2400
8109,2024-12-03 21:00:00-05:00,2024-12-03 21:00:00,03/12/2024 21:00;2225
8110,2024-12-03 22:00:00-05:00,2024-12-03 22:00:00,03/12/2024 22:00;1273
8111,2024-12-03 23:00:00-05:00,2024-12-03 23:00:00,03/12/2024 23:00;663
8112,2024-12-04 00:00:00-05:00,2024-12-04 00:00:00,04/12/2024 00:00;573
8113,2024-12-04 01:00:00-05:00,2024-12-04 01:00:00,04/12/2024 01:00;467
8114,2024-12-04 02:00:00-05:00,2024-12-04 02:00:00,04/12/2024 02:00;432
8115,2024-12-04 03:00:00-05:00,2024-12-04 03:00:00,04/12/2024 03:00;429
8116,2024-12-04 04:00:00-05:00,2024-12-04 04:00:00,04/12/2024 04:00;426
8117,2024-12-04 05:00:00-05:00,2024-12-04 05:00:00,04/12/2024 05:00;404
8118,2024-12-04 06:00:00-05:00,2024-12-04 06:00:00,04/12/2024 06:00;514
8119,2024-12-04 07:00:00-05:00,2024-12-04 07:00:00,04/12/2024 07:00;753
8120,2024-12-04 08:00:00-05:00,2024-12-04 08:00:00,04/12/2024 08:00;1025
8121,2024-12-04 09:00:00-05:00,2024-12-04 09:00:00,04/12/2024 09:00;1181
8122,2024-12-04 10:00:00-05:00,2024-12-04 10:00:00,04/12/2024 10:00;1847
8123,2024-12-04 11:00:00-05:00,2024-12-04 11:00:00,04/12/2024 11:00;2540
8124,2024-12-04 12:00:00-05:00,2024-12-04 12:00:00,04/12/2024 12:00;2554
8125,2024-12-04 13:00:00-05:00,2024-12-04 13:00:00,04/12/2024 13:00;2512
8126,2024-12-04 14:00:00-05:00,2024-12-04 14:00:00,04/12/2024 14:00;2482
8127,2024-12-04 15:00:00-05:00,2024-12-04 15:00:00,04/12/2024 15:00;2547
8128,2024-12-04 16:00:00-05:00,2024-12-04 16:00:00,04/12/2024 16:00;2477
8129,2024-12-04 17:00:00-05:00,2024-12-04 17:00:00,04/12/2024 17:00;2432
8130,2024-12-04 18:00:00-05:00,2024-12-04 18:00:00,04/12/2024 18:00;2423
8131,2024-12-04 19:00:00-05:00,2024-12-04 19:00:00,04/12/2024 19:00;2387
8132,2024-12-04 20:00:00-05:00,2024-12-04 20:00:00,04/12/2024 20:00;2308
8133,2024-12-04 21:00:00-05:00,2024-12-04 21:00:00,04/12/2024 21:00;2135
8134,2024-12-04 22:00:00-05:00,2024-12-04 22:00:00,04/12/2024 22:00;1291
8135,2024-12-04 23:00:00-05:00,2024-12-04 23:00:00,04/12/2024 23:00;607
8136,2024-12-05 00:00:00-05:00,2024-12-05 00:00:00,05/12/2024 00:00;491
8137,2024-12-05 01:00:00-05:00,2024-12-05 01:00:00,05/12/2024 01:00;453
8138,2024-12-05 02:00:00-05:00,2024-12-05 02:00:00,05/12/2024 02:00;437
8139,2024-12-05 03:00:00-05:00,2024-12-05 03:00:00,05/12/2024 03:00;434
8140,2024-12-05 04:00:00-05:00,2024-12-05 04:00:00,05/12/2024 04:00;424
8141,2024-12-05 05:00:00-05:00,2024-12-05 05:00:00,05/12/2024 05:00;409
8142,2024-12-05 06:00:00-05:00,2024-12-05 06:00:00,05/12/2024 06:00;497
8143,2024-12-05 07:00:00-05:00,2024-12-05 07:00:00,05/12/2024 07:00;748
8144,2024-12-05 08:00:00-05:00,2024-12-05 08:00:00,05/12/2024 08:00;1043
8145,2024-12-05 09:00:00-05:00,2024-12-05 09:00:00,05/12/2024 09:00;1201
8146,2024-12-05 10:00:00-05:00,2024-12-05 10:00:00,05/12/2024 10:00;1717
8147,2024-12-05 11:00:00-05:00,2024-12-05 11:00:00,05/12/2024 11:00;2277
8148,2024-12-05 12:00:00-05:00,2024-12-05 12:00:00,05/12/2024 12:00;2333
8149,2024-12-05 13:00:00-05:00,2024-12-05 13:00:00,05/12/2024 13:00;2353
8150,2024-12-05 14:00:00-05:00,2024-12-05 14:00:00,05/12/2024 14:00;2393
8151,2024-12-05 15:00:00-05:00,2024-12-05 15:00:00,05/12/2024 15:00;2461
8152,2024-12-05 16:00:00-05:00,2024-12-05 16:00:00,05/12/2024 16:00;2484
8153,2024-12-05 17:00:00-05:00,2024-12-05 17:00:00,05/12/2024 17:00;2473
8154,2024-12-05 18:00:00-05:00,2024-12-05 18:00:00,05/12/2024 18:00;2304
8155,2024-12-05 19:00:00-05:00,2024-12-05 19:00:00,05/12/2024 19:00;2207
8156,2024-12-05 20:00:00-05:00,2024-12-05 20:00:00,05/12/2024 20:00;2139
8157,2024-12-05 21:00:00-05:00,2024-12-05 21:00:00,05/12/2024 21:00;2002
8158,2024-12-05 22:00:00-05:00,2024-12-05 22:00:00,05/12/2024 22:00;1191
8159,2024-12-05 23:00:00-05:00,2024-12-05 23:00:00,05/12/2024 23:00;632
8160,2024-12-06 00:00:00-05:00,2024-12-06 00:00:00,06/12/2024 00:00;494
8161,2024-12-06 01:00:00-05:00,2024-12-06 01:00:00,06/12/2024 01:00;458
8162,2024-12-06 02:00:00-05:00,2024-12-06 02:00:00,06/12/2024 02:00;447
8163,2024-12-06 03:00:00-05:00,2024-12-06 03:00:00,06/12/2024 03:00;433
8164,2024-12-06 04:00:00-05:00,2024-12-06 04:00:00,06/12/2024 04:00;420
8165,2024-12-06 05:00:00-05:00,2024-12-06 05:00:00,06/12/2024 05:00;434
8166,2024-12-06 06:00:00-05:00,2024-12-06 06:00:00,06/12/2024 06:00;510
8167,2024-12-06 07:00:00-05:00,2024-12-06 07:00:00,06/12/2024 07:00;727
8168,2024-12-06 08:00:00-05:00,2024-12-06 08:00:00,06/12/2024 08:00;965
8169,2024-12-06 09:00:00-05:00,2024-12-06 09:00:00,06/12/2024 09:00;1157
8170,2024-12-06 10:00:00-05:00,2024-12-06 10:00:00,06/12/2024 10:00;1829
8171,2024-12-06 11:00:00-05:00,2024-12-06 11:00:00,06/12/2024 11:00;2210
8172,2024-12-06 12:00:00-05:00,2024-12-06 12:00:00,06/12/2024 12:00;2244
8173,2024-12-06 13:00:00-05:00,2024-12-06 13:00:00,06/12/2024 13:00;2314
8174,2024-12-06 14:00:00-05:00,2024-12-06 14:00:00,06/12/2024 14:00;2392
8175,2024-12-06 15:00:00-05:00,2024-12-06 15:00:00,06/12/2024 15:00;2426
8176,2024-12-06 16:00:00-05:00,2024-12-06 16:00:00,06/12/2024 16:00;2358
8177,2024-12-06 17:00:00-05:00,2024-12-06 17:00:00,06/12/2024 17:00;2356
8178,2024-12-06 18:00:00-05:00,2024-12-06 18:00:00,06/12/2024 18:00;2259
8179,2024-12-06 19:00:00-05:00,2024-12-06 19:00:00,06/12/2024 19:00;2228
8180,2024-12-06 20:00:00-05:00,2024-12-06 20:00:00,06/12/2024 20:00;2205
8181,2024-12-06 21:00:00-05:00,2024-12-06 21:00:00,06/12/2024 21:00;2106
8182,2024-12-06 22:00:00-05:00,2024-12-06 22:00:00,06/12/2024 22:00;1292
8183,2024-12-06 23:00:00-05:00,2024-12-06 23:00:00,06/12/2024 23:00;640
8184,2024-12-07 00:00:00-05:00,2024-12-07 00:00:00,07/12/2024 00:00;565
8185,2024-12-07 01:00:00-05:00,2024-12-07 01:00:00,07/12/2024 01:00;512
8186,2024-12-07 02:00:00-05:00,2024-12-07 02:00:00,07/12/2024 02:00;464
8187,2024-12-07 03:00:00-05:00,2024-12-07 03:00:00,07/12/2024 03:00;439
8188,2024-12-07 04:00:00-05:00,2024-12-07 04:00:00,07/12/2024 04:00;430
8189,2024-12-07 05:00:00-05:00,2024-12-07 05:00:00,07/12/2024 05:00;407
8190,2024-12-07 06:00:00-05:00,2024-12-07 06:00:00,07/12/2024 06:00;462
8191,2024-12-07 07:00:00-05:00,2024-12-07 07:00:00,07/12/2024 07:00;658
8192,2024-12-07 08:00:00-05:00,2024-12-07 08:00:00,07/12/2024 08:00;866
8193,2024-12-07 09:00:00-05:00,2024-12-07 09:00:00,07/12/2024 09:00;1029
8194,2024-12-07 10:00:00-05:00,2024-12-07 10:00:00,07/12/2024 10:00;1671
8195,2024-12-07 11:00:00-05:00,2024-12-07 11:00:00,07/12/2024 11:00;2092
8196,2024-12-07 12:00:00-05:00,2024-12-07 12:00:00,07/12/2024 12:00;2181
8197,2024-12-07 13:00:00-05:00,2024-12-07 13:00:00,07/12/2024 13:00;2227
8198,2024-12-07 14:00:00-05:00,2024-12-07 14:00:00,07/12/2024 14:00;2284
8199,2024-12-07 15:00:00-05:00,2024-12-07 15:00:00,07/12/2024 15:00;2349
8200,2024-12-07 16:00:00-05:00,2024-12-07 16:00:00,07/12/2024 16:00;2346
8201,2024-12-07 17:00:00-05:00,2024-12-07 17:00:00,07/12/2024 17:00;2355
8202,2024-12-07 18:00:00-05:00,2024-12-07 18:00:00,07/12/2024 18:00;2340
8203,2024-12-07 19:00:00-05:00,2024-12-07 19:00:00,07/12/2024 19:00;2358
8204,2024-12-07 20:00:00-05:00,2024-12-07 20:00:00,07/12/2024 20:00;2323
8205,2024-12-07 21:00:00-05:00,2024-12-07 21:00:00,07/12/2024 21:00;2203
8206,2024-12-07 22:00:00-05:00,2024-12-07 22:00:00,07/12/2024 22:00;1522
8207,2024-12-07 23:00:00-05:00,2024-12-07 23:00:00,07/12/2024 23:00;831
8208,2024-12-08 00:00:00-05:00,2024-12-08 00:00:00,08/12/2024 00:00;677
8209,2024-12-08 01:00:00-05:00,2024-12-08 01:00:00,08/12/2024 01:00;632
8210,2024-12-08 02:00:00-05:00,2024-12-08 02:00:00,08/12/2024 02:00;604
8211,2024-12-08 03:00:00-05:00,2024-12-08 03:00:00,08/12/2024 03:00;520
8212,2024-12-08 04:00:00-05:00,2024-12-08 04:00:00,08/12/2024 04:00;479
8213,2024-12-08 05:00:00-05:00,2024-12-08 05:00:00,08/12/2024 05:00;468
8214,2024-12-08 06:00:00-05:00,2024-12-08 06:00:00,08/12/2024 06:00;481
8215,2024-12-08 07:00:00-05:00,2024-12-08 07:00:00,08/12/2024 07:00;552
8216,2024-12-08 08:00:00-05:00,2024-12-08 08:00:00,08/12/2024 08:00;857
8217,2024-12-08 09:00:00-05:00,2024-12-08 09:00:00,08/12/2024 09:00;1091
8218,2024-12-08 10:00:00-05:00,2024-12-08 10:00:00,08/12/2024 10:00;1619
8219,2024-12-08 11:00:00-05:00,2024-12-08 11:00:00,08/12/2024 11:00;1989
8220,2024-12-08 12:00:00-05:00,2024-12-08 12:00:00,08/12/2024 12:00;1913
8221,2024-12-08 13:00:00-05:00,2024-12-08 13:00:00,08/12/2024 13:00;1932
8222,2024-12-08 14:00:00-05:00,2024-12-08 14:00:00,08/12/2024 14:00;1991
8223,2024-12-08 15:00:00-05:00,2024-12-08 15:00:00,08/12/2024 15:00;2017
8224,2024-12-08 16:00:00-05:00,2024-12-08 16:00:00,08/12/2024 16:00;2053
8225,2024-12-08 17:00:00-05:00,2024-12-08 17:00:00,08/12/2024 17:00;2053
8226,2024-12-08 18:00:00-05:00,2024-12-08 18:00:00,08/12/2024 18:00;2074
8227,2024-12-08 19:00:00-05:00,2024-12-08 19:00:00,08/12/2024 19:00;2078
8228,2024-12-08 20:00:00-05:00,2024-12-08 20:00:00,08/12/2024 20:00;2078
8229,2024-12-08 21:00:00-05:00,2024-12-08 21:00:00,08/12/2024 21:00;1999
8230,2024-12-08 22:00:00-05:00,2024-12-08 22:00:00,08/12/2024 22:00;1279
8231,2024-12-08 23:00:00-05:00,2024-12-08 23:00:00,08/12/2024 23:00;805
8232,2024-12-09 00:00:00-05:00,2024-12-09 00:00:00,09/12/2024 00:00;610
8233,2024-12-09 01:00:00-05:00,2024-12-09 01:00:00,09/12/2024 01:00;554
8234,2024-12-09 02:00:00-05:00,2024-12-09 02:00:00,09/12/2024 02:00;525
8235,2024-12-09 03:00:00-05:00,2024-12-09 03:00:00,09/12/2024 03:00;518
8236,2024-12-09 04:00:00-05:00,2024-12-09 04:00:00,09/12/2024 04:00;520
8237,2024-12-09 05:00:00-05:00,2024-12-09 05:00:00,09/12/2024 05:00;505
8238,2024-12-09 06:00:00-05:00,2024-12-09 06:00:00,09/12/2024 06:00;534
8239,2024-12-09 07:00:00-05:00,2024-12-09 07:00:00,09/12/2024 07:00;566
8240,2024-12-09 08:00:00-05:00,2024-12-09 08:00:00,09/12/2024 08:00;775
8241,2024-12-09 09:00:00-05:00,2024-12-09 09:00:00,09/12/2024 09:00;1204
8242,2024-12-09 10:00:00-05:00,2024-12-09 10:00:00,09/12/2024 10:00;1901
8243,2024-12-09 11:00:00-05:00,2024-12-09 11:00:00,09/12/2024 11:00;2074
8244,2024-12-09 12:00:00-05:00,2024-12-09 12:00:00,09/12/2024 12:00;2133
8245,2024-12-09 13:00:00-05:00,2024-12-09 13:00:00,09/12/2024 13:00;2256
8246,2024-12-09 14:00:00-05:00,2024-12-09 14:00:00,09/12/2024 14:00;2330
8247,2024-12-09 15:00:00-05:00,2024-12-09 15:00:00,09/12/2024 15:00;2304
8248,2024-12-09 16:00:00-05:00,2024-12-09 16:00:00,09/12/2024 16:00;2329
8249,2024-12-09 17:00:00-05:00,2024-12-09 17:00:00,09/12/2024 17:00;2317
8250,2024-12-09 18:00:00-05:00,2024-12-09 18:00:00,09/12/2024 18:00;2257
8251,2024-12-09 19:00:00-05:00,2024-12-09 19:00:00,09/12/2024 19:00;2249
8252,2024-12-09 20:00:00-05:00,2024-12-09 20:00:00,09/12/2024 20:00;2225
8253,2024-12-09 21:00:00-05:00,2024-12-09 21:00:00,09/12/2024 21:00;2142
8254,2024-12-09 22:00:00-05:00,2024-12-09 22:00:00,09/12/2024 22:00;1300
8255,2024-12-09 23:00:00-05:00,2024-12-09 23:00:00,09/12/2024 23:00;744
8256,2024-12-10 00:00:00-05:00,2024-12-10 00:00:00,10/12/2024 00:00;604
8257,2024-12-10 01:00:00-05:00,2024-12-10 01:00:00,10/12/2024 01:00;548
8258,2024-12-10 02:00:00-05:00,2024-12-10 02:00:00,10/12/2024 02:00;521
8259,2024-12-10 03:00:00-05:00,2024-12-10 03:00:00,10/12/2024 03:00;509
8260,2024-12-10 04:00:00-05:00,2024-12-10 04:00:00,10/12/2024 04:00;499
8261,2024-12-10 05:00:00-05:00,2024-12-10 05:00:00,10/12/2024 05:00;540
8262,2024-12-10 06:00:00-05:00,2024-12-10 06:00:00,10/12/2024 06:00;583
8263,2024-12-10 07:00:00-05:00,2024-12-10 07:00:00,10/12/2024 07:00;733
8264,2024-12-10 08:00:00-05:00,2024-12-10 08:00:00,10/12/2024 08:00;925
8265,2024-12-10 09:00:00-05:00,2024-12-10 09:00:00,10/12/2024 09:00;1096
8266,2024-12-10 10:00:00-05:00,2024-12-10 10:00:00,10/12/2024 10:00;1584
8267,2024-12-10 11:00:00-05:00,2024-12-10 11:00:00,10/12/2024 11:00;2067
8268,2024-12-10 12:00:00-05:00,2024-12-10 12:00:00,10/12/2024 12:00;2061
8269,2024-12-10 13:00:00-05:00,2024-12-10 13:00:00,10/12/2024 13:00;2135
8270,2024-12-10 14:00:00-05:00,2024-12-10 14:00:00,10/12/2024 14:00;2225
8271,2024-12-10 15:00:00-05:00,2024-12-10 15:00:00,10/12/2024 15:00;2244
8272,2024-12-10 16:00:00-05:00,2024-12-10 16:00:00,10/12/2024 16:00;2197
8273,2024-12-10 17:00:00-05:00,2024-12-10 17:00:00,10/12/2024 17:00;2197
8274,2024-12-10 18:00:00-05:00,2024-12-10 18:00:00,10/12/2024 18:00;2158
8275,2024-12-10 19:00:00-05:00,2024-12-10 19:00:00,10/12/2024 19:00;2154
8276,2024-12-10 20:00:00-05:00,2024-12-10 20:00:00,10/12/2024 20:00;2127
8277,2024-12-10 21:00:00-05:00,2024-12-10 21:00:00,10/12/2024 21:00;1984
8278,2024-12-10 22:00:00-05:00,2024-12-10 22:00:00,10/12/2024 22:00;1212
8279,2024-12-10 23:00:00-05:00,2024-12-10 23:00:00,10/12/2024 23:00;688
8280,2024-12-11 00:00:00-05:00,2024-12-11 00:00:00,11/12/2024 00:00;593
8281,2024-12-11 01:00:00-05:00,2024-12-11 01:00:00,11/12/2024 01:00;547
8282,2024-12-11 02:00:00-05:00,2024-12-11 02:00:00,11/12/2024 02:00;531
8283,2024-12-11 03:00:00-05:00,2024-12-11 03:00:00,11/12/2024 03:00;490
8284,2024-12-11 04:00:00-05:00,2024-12-11 04:00:00,11/12/2024 04:00;482
8285,2024-12-11 05:00:00-05:00,2024-12-11 05:00:00,11/12/2024 05:00;458
8286,2024-12-11 06:00:00-05:00,2024-12-11 06:00:00,11/12/2024 06:00;537
8287,2024-12-11 07:00:00-05:00,2024-12-11 07:00:00,11/12/2024 07:00;680
8288,2024-12-11 08:00:00-05:00,2024-12-11 08:00:00,11/12/2024 08:00;887
8289,2024-12-11 09:00:00-05:00,2024-12-11 09:00:00,11/12/2024 09:00;1097
8290,2024-12-11 10:00:00-05:00,2024-12-11 10:00:00,11/12/2024 10:00;1707
8291,2024-12-11 11:00:00-05:00,2024-12-11 11:00:00,11/12/2024 11:00;2078
8292,2024-12-11 12:00:00-05:00,2024-12-11 12:00:00,11/12/2024 12:00;2062
8293,2024-12-11 13:00:00-05:00,2024-12-11 13:00:00,11/12/2024 13:00;2120
8294,2024-12-11 14:00:00-05:00,2024-12-11 14:00:00,11/12/2024 14:00;2228
8295,2024-12-11 15:00:00-05:00,2024-12-11 15:00:00,11/12/2024 15:00;2213
8296,2024-12-11 16:00:00-05:00,2024-12-11 16:00:00,11/12/2024 16:00;2205
8297,2024-12-11 17:00:00-05:00,2024-12-11 17:00:00,11/12/2024 17:00;2195
8298,2024-12-11 18:00:00-05:00,2024-12-11 18:00:00,11/12/2024 18:00;2138
8299,2024-12-11 19:00:00-05:00,2024-12-11 19:00:00,11/12/2024 19:00;2126
8300,2024-12-11 20:00:00-05:00,2024-12-11 20:00:00,11/12/2024 20:00;2101
8301,2024-12-11 21:00:00-05:00,2024-12-11 21:00:00,11/12/2024 21:00;1940
8302,2024-12-11 22:00:00-05:00,2024-12-11 22:00:00,11/12/2024 22:00;1250
8303,2024-12-11 23:00:00-05:00,2024-12-11 23:00:00,11/12/2024 23:00;693
8304,2024-12-12 00:00:00-05:00,2024-12-12 00:00:00,12/12/2024 00:00;556
8305,2024-12-12 01:00:00-05:00,2024-12-12 01:00:00,12/12/2024 01:00;491
8306,2024-12-12 02:00:00-05:00,2024-12-12 02:00:00,12/12/2024 02:00;487
8307,2024-12-12 03:00:00-05:00,2024-12-12 03:00:00,12/12/2024 03:00;478
8308,2024-12-12 04:00:00-05:00,2024-12-12 04:00:00,12/12/2024 04:00;478
8309,2024-12-12 05:00:00-05:00,2024-12-12 05:00:00,12/12/2024 05:00;445
8310,2024-12-12 06:00:00-05:00,2024-12-12 06:00:00,12/12/2024 06:00;527
8311,2024-12-12 07:00:00-05:00,2024-12-12 07:00:00,12/12/2024 07:00;738
8312,2024-12-12 08:00:00-05:00,2024-12-12 08:00:00,12/12/2024 08:00;976
8313,2024-12-12 09:00:00-05:00,2024-12-12 09:00:00,12/12/2024 09:00;1321
8314,2024-12-12 10:00:00-05:00,2024-12-12 10:00:00,12/12/2024 10:00;1955
8315,2024-12-12 11:00:00-05:00,2024-12-12 11:00:00,12/12/2024 11:00;2356
8316,2024-12-12 12:00:00-05:00,2024-12-12 12:00:00,12/12/2024 12:00;2356
8317,2024-12-12 13:00:00-05:00,2024-12-12 13:00:00,12/12/2024 13:00;2359
8318,2024-12-12 14:00:00-05:00,2024-12-12 14:00:00,12/12/2024 14:00;2333
8319,2024-12-12 15:00:00-05:00,2024-12-12 15:00:00,12/12/2024 15:00;2425
8320,2024-12-12 16:00:00-05:00,2024-12-12 16:00:00,12/12/2024 16:00;2363
8321,2024-12-12 17:00:00-05:00,2024-12-12 17:00:00,12/12/2024 17:00;2291
8322,2024-12-12 18:00:00-05:00,2024-12-12 18:00:00,12/12/2024 18:00;2259
8323,2024-12-12 19:00:00-05:00,2024-12-12 19:00:00,12/12/2024 19:00;2212
8324,2024-12-12 20:00:00-05:00,2024-12-12 20:00:00,12/12/2024 20:00;2197
8325,2024-12-12 21:00:00-05:00,2024-12-12 21:00:00,12/12/2024 21:00;2089
8326,2024-12-12 22:00:00-05:00,2024-12-12 22:00:00,12/12/2024 22:00;1259
8327,2024-12-12 23:00:00-05:00,2024-12-12 23:00:00,12/12/2024 23:00;702
8328,2024-12-13 00:00:00-05:00,2024-12-13 00:00:00,13/12/2024 00:00;568
8329,2024-12-13 01:00:00-05:00,2024-12-13 01:00:00,13/12/2024 01:00;522
8330,2024-12-13 02:00:00-05:00,2024-12-13 02:00:00,13/12/2024 02:00;507
8331,2024-12-13 03:00:00-05:00,2024-12-13 03:00:00,13/12/2024 03:00;499
8332,2024-12-13 04:00:00-05:00,2024-12-13 04:00:00,13/12/2024 04:00;495
8333,2024-12-13 05:00:00-05:00,2024-12-13 05:00:00,13/12/2024 05:00;484
8334,2024-12-13 06:00:00-05:00,2024-12-13 06:00:00,13/12/2024 06:00;570
8335,2024-12-13 07:00:00-05:00,2024-12-13 07:00:00,13/12/2024 07:00;759
8336,2024-12-13 08:00:00-05:00,2024-12-13 08:00:00,13/12/2024 08:00;995
8337,2024-12-13 09:00:00-05:00,2024-12-13 09:00:00,13/12/2024 09:00;1287
8338,2024-12-13 10:00:00-05:00,2024-12-13 10:00:00,13/12/2024 10:00;2125
