hour,solar_kw,bess_soc_percent,mall_load_kw
2173,2024-03-31 13:00:00-05:00,2024-03-31 13:00:00,31/03/2024 13:00;2329
2174,2024-03-31 14:00:00-05:00,2024-03-31 14:00:00,31/03/2024 14:00;2326
2175,2024-03-31 15:00:00-05:00,2024-03-31 15:00:00,31/03/2024 15:00;2226
2176,2024-03-31 16:00:00-05:00,2024-03-31 16:00:00,31/03/2024 16:00;2206
2177,2024-03-31 17:00:00-05:00,2024-03-31 17:00:00,31/03/2024 17:00;2168
2178,2024-03-31 18:00:00-05:00,2024-03-31 18:00:00,31/03/2024 18:00;2147
2179,2024-03-31 19:00:00-05:00,2024-03-31 19:00:00,31/03/2024 19:00;2115
2180,2024-03-31 20:00:00-05:00,2024-03-31 20:00:00,31/03/2024 20:00;2097
2181,2024-03-31 21:00:00-05:00,2024-03-31 21:00:00,31/03/2024 21:00;1906
2182,2024-03-31 22:00:00-05:00,2024-03-31 22:00:00,31/03/2024 22:00;1051
2183,2024-03-31 23:00:00-05:00,2024-03-31 23:00:00,31/03/2024 23:00;557
2184,2024-04-01 00:00:00-05:00,2024-04-01 00:00:00,01/04/2024 00:00;478
2185,2024-04-01 01:00:00-05:00,2024-04-01 01:00:00,01/04/2024 01:00;453
2186,2024-04-01 02:00:00-05:00,2024-04-01 02:00:00,01/04/2024 02:00;449
2187,2024-04-01 03:00:00-05:00,2024-04-01 03:00:00,01/04/2024 03:00;446
2188,2024-04-01 04:00:00-05:00,2024-04-01 04:00:00,01/04/2024 04:00;432
2189,2024-04-01 05:00:00-05:00,2024-04-01 05:00:00,01/04/2024 05:00;399
2190,2024-04-01 06:00:00-05:00,2024-04-01 06:00:00,01/04/2024 06:00;491
2191,2024-04-01 07:00:00-05:00,2024-04-01 07:00:00,01/04/2024 07:00;632
2192,2024-04-01 08:00:00-05:00,2024-04-01 08:00:00,01/04/2024 08:00;963
2193,2024-04-01 09:00:00-05:00,2024-04-01 09:00:00,01/04/2024 09:00;1230
2194,2024-04-01 10:00:00-05:00,2024-04-01 10:00:00,01/04/2024 10:00;1711
2195,2024-04-01 11:00:00-05:00,2024-04-01 11:00:00,01/04/2024 11:00;2260
2196,2024-04-01 12:00:00-05:00,2024-04-01 12:00:00,01/04/2024 12:00;2346
2197,2024-04-01 13:00:00-05:00,2024-04-01 13:00:00,01/04/2024 13:00;2340
2198,2024-04-01 14:00:00-05:00,2024-04-01 14:00:00,01/04/2024 14:00;2353
2199,2024-04-01 15:00:00-05:00,2024-04-01 15:00:00,01/04/2024 15:00;2377
2200,2024-04-01 16:00:00-05:00,2024-04-01 16:00:00,01/04/2024 16:00;2390
2201,2024-04-01 17:00:00-05:00,2024-04-01 17:00:00,01/04/2024 17:00;2380
2202,2024-04-01 18:00:00-05:00,2024-04-01 18:00:00,01/04/2024 18:00;2309
2203,2024-04-01 19:00:00-05:00,2024-04-01 19:00:00,01/04/2024 19:00;2274
2204,2024-04-01 20:00:00-05:00,2024-04-01 20:00:00,01/04/2024 20:00;2249
2205,2024-04-01 21:00:00-05:00,2024-04-01 21:00:00,01/04/2024 21:00;2061
2206,2024-04-01 22:00:00-05:00,2024-04-01 22:00:00,01/04/2024 22:00;1090
2207,2024-04-01 23:00:00-05:00,2024-04-01 23:00:00,01/04/2024 23:00;557
2208,2024-04-02 00:00:00-05:00,2024-04-02 00:00:00,02/04/2024 00:00;505
2209,2024-04-02 01:00:00-05:00,2024-04-02 01:00:00,02/04/2024 01:00;488
2210,2024-04-02 02:00:00-05:00,2024-04-02 02:00:00,02/04/2024 02:00;492
2211,2024-04-02 03:00:00-05:00,2024-04-02 03:00:00,02/04/2024 03:00;495
2212,2024-04-02 04:00:00-05:00,2024-04-02 04:00:00,02/04/2024 04:00;477
2213,2024-04-02 05:00:00-05:00,2024-04-02 05:00:00,02/04/2024 05:00;452
2214,2024-04-02 06:00:00-05:00,2024-04-02 06:00:00,02/04/2024 06:00;550
2215,2024-04-02 07:00:00-05:00,2024-04-02 07:00:00,02/04/2024 07:00;739
2216,2024-04-02 08:00:00-05:00,2024-04-02 08:00:00,02/04/2024 08:00;1089
2217,2024-04-02 09:00:00-05:00,2024-04-02 09:00:00,02/04/2024 09:00;1257
2218,2024-04-02 10:00:00-05:00,2024-04-02 10:00:00,02/04/2024 10:00;1701
2219,2024-04-02 11:00:00-05:00,2024-04-02 11:00:00,02/04/2024 11:00;2254
2220,2024-04-02 12:00:00-05:00,2024-04-02 12:00:00,02/04/2024 12:00;2316
2221,2024-04-02 13:00:00-05:00,2024-04-02 13:00:00,02/04/2024 13:00;2298
2222,2024-04-02 14:00:00-05:00,2024-04-02 14:00:00,02/04/2024 14:00;2309
2223,2024-04-02 15:00:00-05:00,2024-04-02 15:00:00,02/04/2024 15:00;2342
2224,2024-04-02 16:00:00-05:00,2024-04-02 16:00:00,02/04/2024 16:00;2353
2225,2024-04-02 17:00:00-05:00,2024-04-02 17:00:00,02/04/2024 17:00;2320
2226,2024-04-02 18:00:00-05:00,2024-04-02 18:00:00,02/04/2024 18:00;2216
2227,2024-04-02 19:00:00-05:00,2024-04-02 19:00:00,02/04/2024 19:00;2215
2228,2024-04-02 20:00:00-05:00,2024-04-02 20:00:00,02/04/2024 20:00;2123
2229,2024-04-02 21:00:00-05:00,2024-04-02 21:00:00,02/04/2024 21:00;1896
2230,2024-04-02 22:00:00-05:00,2024-04-02 22:00:00,02/04/2024 22:00;1096
2231,2024-04-02 23:00:00-05:00,2024-04-02 23:00:00,02/04/2024 23:00;570
2232,2024-04-03 00:00:00-05:00,2024-04-03 00:00:00,03/04/2024 00:00;501
2233,2024-04-03 01:00:00-05:00,2024-04-03 01:00:00,03/04/2024 01:00;477
2234,2024-04-03 02:00:00-05:00,2024-04-03 02:00:00,03/04/2024 02:00;464
2235,2024-04-03 03:00:00-05:00,2024-04-03 03:00:00,03/04/2024 03:00;452
2236,2024-04-03 04:00:00-05:00,2024-04-03 04:00:00,03/04/2024 04:00;453
2237,2024-04-03 05:00:00-05:00,2024-04-03 05:00:00,03/04/2024 05:00;422
2238,2024-04-03 06:00:00-05:00,2024-04-03 06:00:00,03/04/2024 06:00;505
2239,2024-04-03 07:00:00-05:00,2024-04-03 07:00:00,03/04/2024 07:00;595
2240,2024-04-03 08:00:00-05:00,2024-04-03 08:00:00,03/04/2024 08:00;927
2241,2024-04-03 09:00:00-05:00,2024-04-03 09:00:00,03/04/2024 09:00;1034
2242,2024-04-03 10:00:00-05:00,2024-04-03 10:00:00,03/04/2024 10:00;1463
2243,2024-04-03 11:00:00-05:00,2024-04-03 11:00:00,03/04/2024 11:00;1996
2244,2024-04-03 12:00:00-05:00,2024-04-03 12:00:00,03/04/2024 12:00;2027
2245,2024-04-03 13:00:00-05:00,2024-04-03 13:00:00,03/04/2024 13:00;2020
2246,2024-04-03 14:00:00-05:00,2024-04-03 14:00:00,03/04/2024 14:00;2021
2247,2024-04-03 15:00:00-05:00,2024-04-03 15:00:00,03/04/2024 15:00;2076
2248,2024-04-03 16:00:00-05:00,2024-04-03 16:00:00,03/04/2024 16:00;2147
2249,2024-04-03 17:00:00-05:00,2024-04-03 17:00:00,03/04/2024 17:00;2158
2250,2024-04-03 18:00:00-05:00,2024-04-03 18:00:00,03/04/2024 18:00;2134
2251,2024-04-03 19:00:00-05:00,2024-04-03 19:00:00,03/04/2024 19:00;2115
2252,2024-04-03 20:00:00-05:00,2024-04-03 20:00:00,03/04/2024 20:00;2099
2253,2024-04-03 21:00:00-05:00,2024-04-03 21:00:00,03/04/2024 21:00;1935
2254,2024-04-03 22:00:00-05:00,2024-04-03 22:00:00,03/04/2024 22:00;1062
2255,2024-04-03 23:00:00-05:00,2024-04-03 23:00:00,03/04/2024 23:00;574
2256,2024-04-04 00:00:00-05:00,2024-04-04 00:00:00,04/04/2024 00:00;495
2257,2024-04-04 01:00:00-05:00,2024-04-04 01:00:00,04/04/2024 01:00;470
2258,2024-04-04 02:00:00-05:00,2024-04-04 02:00:00,04/04/2024 02:00;484
2259,2024-04-04 03:00:00-05:00,2024-04-04 03:00:00,04/04/2024 03:00;471
2260,2024-04-04 04:00:00-05:00,2024-04-04 04:00:00,04/04/2024 04:00;460
2261,2024-04-04 05:00:00-05:00,2024-04-04 05:00:00,04/04/2024 05:00;436
2262,2024-04-04 06:00:00-05:00,2024-04-04 06:00:00,04/04/2024 06:00;521
2263,2024-04-04 07:00:00-05:00,2024-04-04 07:00:00,04/04/2024 07:00;708
2264,2024-04-04 08:00:00-05:00,2024-04-04 08:00:00,04/04/2024 08:00;995
2265,2024-04-04 09:00:00-05:00,2024-04-04 09:00:00,04/04/2024 09:00;1243
2266,2024-04-04 10:00:00-05:00,2024-04-04 10:00:00,04/04/2024 10:00;1790
2267,2024-04-04 11:00:00-05:00,2024-04-04 11:00:00,04/04/2024 11:00;2356
2268,2024-04-04 12:00:00-05:00,2024-04-04 12:00:00,04/04/2024 12:00;2381
2269,2024-04-04 13:00:00-05:00,2024-04-04 13:00:00,04/04/2024 13:00;2357
2270,2024-04-04 14:00:00-05:00,2024-04-04 14:00:00,04/04/2024 14:00;2349
2271,2024-04-04 15:00:00-05:00,2024-04-04 15:00:00,04/04/2024 15:00;2343
2272,2024-04-04 16:00:00-05:00,2024-04-04 16:00:00,04/04/2024 16:00;2339
2273,2024-04-04 17:00:00-05:00,2024-04-04 17:00:00,04/04/2024 17:00;2263
2274,2024-04-04 18:00:00-05:00,2024-04-04 18:00:00,04/04/2024 18:00;2253
2275,2024-04-04 19:00:00-05:00,2024-04-04 19:00:00,04/04/2024 19:00;2211
2276,2024-04-04 20:00:00-05:00,2024-04-04 20:00:00,04/04/2024 20:00;2175
2277,2024-04-04 21:00:00-05:00,2024-04-04 21:00:00,04/04/2024 21:00;1965
2278,2024-04-04 22:00:00-05:00,2024-04-04 22:00:00,04/04/2024 22:00;1113
2279,2024-04-04 23:00:00-05:00,2024-04-04 23:00:00,04/04/2024 23:00;567
2280,2024-04-05 00:00:00-05:00,2024-04-05 00:00:00,05/04/2024 00:00;502
2281,2024-04-05 01:00:00-05:00,2024-04-05 01:00:00,05/04/2024 01:00;471
2282,2024-04-05 02:00:00-05:00,2024-04-05 02:00:00,05/04/2024 02:00;482
2283,2024-04-05 03:00:00-05:00,2024-04-05 03:00:00,05/04/2024 03:00;492
2284,2024-04-05 04:00:00-05:00,2024-04-05 04:00:00,05/04/2024 04:00;473
2285,2024-04-05 05:00:00-05:00,2024-04-05 05:00:00,05/04/2024 05:00;436
2286,2024-04-05 06:00:00-05:00,2024-04-05 06:00:00,05/04/2024 06:00;549
2287,2024-04-05 07:00:00-05:00,2024-04-05 07:00:00,05/04/2024 07:00;779
2288,2024-04-05 08:00:00-05:00,2024-04-05 08:00:00,05/04/2024 08:00;965
2289,2024-04-05 09:00:00-05:00,2024-04-05 09:00:00,05/04/2024 09:00;1199
2290,2024-04-05 10:00:00-05:00,2024-04-05 10:00:00,05/04/2024 10:00;1738
2291,2024-04-05 11:00:00-05:00,2024-04-05 11:00:00,05/04/2024 11:00;2281
2292,2024-04-05 12:00:00-05:00,2024-04-05 12:00:00,05/04/2024 12:00;2281
2293,2024-04-05 13:00:00-05:00,2024-04-05 13:00:00,05/04/2024 13:00;2277
2294,2024-04-05 14:00:00-05:00,2024-04-05 14:00:00,05/04/2024 14:00;2274
2295,2024-04-05 15:00:00-05:00,2024-04-05 15:00:00,05/04/2024 15:00;2253
2296,2024-04-05 16:00:00-05:00,2024-04-05 16:00:00,05/04/2024 16:00;2202
2297,2024-04-05 17:00:00-05:00,2024-04-05 17:00:00,05/04/2024 17:00;2199
2298,2024-04-05 18:00:00-05:00,2024-04-05 18:00:00,05/04/2024 18:00;2202
2299,2024-04-05 19:00:00-05:00,2024-04-05 19:00:00,05/04/2024 19:00;2175
2300,2024-04-05 20:00:00-05:00,2024-04-05 20:00:00,05/04/2024 20:00;2158
2301,2024-04-05 21:00:00-05:00,2024-04-05 21:00:00,05/04/2024 21:00;2065
2302,2024-04-05 22:00:00-05:00,2024-04-05 22:00:00,05/04/2024 22:00;1209
2303,2024-04-05 23:00:00-05:00,2024-04-05 23:00:00,05/04/2024 23:00;560
2304,2024-04-06 00:00:00-05:00,2024-04-06 00:00:00,06/04/2024 00:00;515
2305,2024-04-06 01:00:00-05:00,2024-04-06 01:00:00,06/04/2024 01:00;488
2306,2024-04-06 02:00:00-05:00,2024-04-06 02:00:00,06/04/2024 02:00;484
2307,2024-04-06 03:00:00-05:00,2024-04-06 03:00:00,06/04/2024 03:00;478
2308,2024-04-06 04:00:00-05:00,2024-04-06 04:00:00,06/04/2024 04:00;460
2309,2024-04-06 05:00:00-05:00,2024-04-06 05:00:00,06/04/2024 05:00;432
2310,2024-04-06 06:00:00-05:00,2024-04-06 06:00:00,06/04/2024 06:00;467
2311,2024-04-06 07:00:00-05:00,2024-04-06 07:00:00,06/04/2024 07:00;642
2312,2024-04-06 08:00:00-05:00,2024-04-06 08:00:00,06/04/2024 08:00;992
2313,2024-04-06 09:00:00-05:00,2024-04-06 09:00:00,06/04/2024 09:00;1155
2314,2024-04-06 10:00:00-05:00,2024-04-06 10:00:00,06/04/2024 10:00;1581
2315,2024-04-06 11:00:00-05:00,2024-04-06 11:00:00,06/04/2024 11:00;2068
2316,2024-04-06 12:00:00-05:00,2024-04-06 12:00:00,06/04/2024 12:00;2157
2317,2024-04-06 13:00:00-05:00,2024-04-06 13:00:00,06/04/2024 13:00;2129
2318,2024-04-06 14:00:00-05:00,2024-04-06 14:00:00,06/04/2024 14:00;2168
2319,2024-04-06 15:00:00-05:00,2024-04-06 15:00:00,06/04/2024 15:00;2233
2320,2024-04-06 16:00:00-05:00,2024-04-06 16:00:00,06/04/2024 16:00;2215
2321,2024-04-06 17:00:00-05:00,2024-04-06 17:00:00,06/04/2024 17:00;2175
2322,2024-04-06 18:00:00-05:00,2024-04-06 18:00:00,06/04/2024 18:00;2112
2323,2024-04-06 19:00:00-05:00,2024-04-06 19:00:00,06/04/2024 19:00;2116
2324,2024-04-06 20:00:00-05:00,2024-04-06 20:00:00,06/04/2024 20:00;2103
2325,2024-04-06 21:00:00-05:00,2024-04-06 21:00:00,06/04/2024 21:00;1916
2326,2024-04-06 22:00:00-05:00,2024-04-06 22:00:00,06/04/2024 22:00;1096
2327,2024-04-06 23:00:00-05:00,2024-04-06 23:00:00,06/04/2024 23:00;588
2328,2024-04-07 00:00:00-05:00,2024-04-07 00:00:00,07/04/2024 00:00;516
2329,2024-04-07 01:00:00-05:00,2024-04-07 01:00:00,07/04/2024 01:00;488
2330,2024-04-07 02:00:00-05:00,2024-04-07 02:00:00,07/04/2024 02:00;481
2331,2024-04-07 03:00:00-05:00,2024-04-07 03:00:00,07/04/2024 03:00;480
2332,2024-04-07 04:00:00-05:00,2024-04-07 04:00:00,07/04/2024 04:00;481
2333,2024-04-07 05:00:00-05:00,2024-04-07 05:00:00,07/04/2024 05:00;452
2334,2024-04-07 06:00:00-05:00,2024-04-07 06:00:00,07/04/2024 06:00;491
2335,2024-04-07 07:00:00-05:00,2024-04-07 07:00:00,07/04/2024 07:00;546
2336,2024-04-07 08:00:00-05:00,2024-04-07 08:00:00,07/04/2024 08:00;743
2337,2024-04-07 09:00:00-05:00,2024-04-07 09:00:00,07/04/2024 09:00;1074
2338,2024-04-07 10:00:00-05:00,2024-04-07 10:00:00,07/04/2024 10:00;1621
2339,2024-04-07 11:00:00-05:00,2024-04-07 11:00:00,07/04/2024 11:00;2188
2340,2024-04-07 12:00:00-05:00,2024-04-07 12:00:00,07/04/2024 12:00;2260
2341,2024-04-07 13:00:00-05:00,2024-04-07 13:00:00,07/04/2024 13:00;2208
2342,2024-04-07 14:00:00-05:00,2024-04-07 14:00:00,07/04/2024 14:00;2143
2343,2024-04-07 15:00:00-05:00,2024-04-07 15:00:00,07/04/2024 15:00;2120
2344,2024-04-07 16:00:00-05:00,2024-04-07 16:00:00,07/04/2024 16:00;2089
2345,2024-04-07 17:00:00-05:00,2024-04-07 17:00:00,07/04/2024 17:00;2089
2346,2024-04-07 18:00:00-05:00,2024-04-07 18:00:00,07/04/2024 18:00;2139
2347,2024-04-07 19:00:00-05:00,2024-04-07 19:00:00,07/04/2024 19:00;2137
2348,2024-04-07 20:00:00-05:00,2024-04-07 20:00:00,07/04/2024 20:00;2075
2349,2024-04-07 21:00:00-05:00,2024-04-07 21:00:00,07/04/2024 21:00;1858
2350,2024-04-07 22:00:00-05:00,2024-04-07 22:00:00,07/04/2024 22:00;971
2351,2024-04-07 23:00:00-05:00,2024-04-07 23:00:00,07/04/2024 23:00;546
2352,2024-04-08 00:00:00-05:00,2024-04-08 00:00:00,08/04/2024 00:00;489
2353,2024-04-08 01:00:00-05:00,2024-04-08 01:00:00,08/04/2024 01:00;450
2354,2024-04-08 02:00:00-05:00,2024-04-08 02:00:00,08/04/2024 02:00;428
2355,2024-04-08 03:00:00-05:00,2024-04-08 03:00:00,08/04/2024 03:00;428
2356,2024-04-08 04:00:00-05:00,2024-04-08 04:00:00,08/04/2024 04:00;428
2357,2024-04-08 05:00:00-05:00,2024-04-08 05:00:00,08/04/2024 05:00;409
2358,2024-04-08 06:00:00-05:00,2024-04-08 06:00:00,08/04/2024 06:00;457
2359,2024-04-08 07:00:00-05:00,2024-04-08 07:00:00,08/04/2024 07:00;680
2360,2024-04-08 08:00:00-05:00,2024-04-08 08:00:00,08/04/2024 08:00;882
2361,2024-04-08 09:00:00-05:00,2024-04-08 09:00:00,08/04/2024 09:00;1193
2362,2024-04-08 10:00:00-05:00,2024-04-08 10:00:00,08/04/2024 10:00;1735
2363,2024-04-08 11:00:00-05:00,2024-04-08 11:00:00,08/04/2024 11:00;2343
2364,2024-04-08 12:00:00-05:00,2024-04-08 12:00:00,08/04/2024 12:00;2408
2365,2024-04-08 13:00:00-05:00,2024-04-08 13:00:00,08/04/2024 13:00;2278
2366,2024-04-08 14:00:00-05:00,2024-04-08 14:00:00,08/04/2024 14:00;2260
2367,2024-04-08 15:00:00-05:00,2024-04-08 15:00:00,08/04/2024 15:00;2337
2368,2024-04-08 16:00:00-05:00,2024-04-08 16:00:00,08/04/2024 16:00;2250
2369,2024-04-08 17:00:00-05:00,2024-04-08 17:00:00,08/04/2024 17:00;2178
2370,2024-04-08 18:00:00-05:00,2024-04-08 18:00:00,08/04/2024 18:00;2058
2371,2024-04-08 19:00:00-05:00,2024-04-08 19:00:00,08/04/2024 19:00;2048
2372,2024-04-08 20:00:00-05:00,2024-04-08 20:00:00,08/04/2024 20:00;1958
2373,2024-04-08 21:00:00-05:00,2024-04-08 21:00:00,08/04/2024 21:00;1810
2374,2024-04-08 22:00:00-05:00,2024-04-08 22:00:00,08/04/2024 22:00;978
2375,2024-04-08 23:00:00-05:00,2024-04-08 23:00:00,08/04/2024 23:00;541
2376,2024-04-09 00:00:00-05:00,2024-04-09 00:00:00,09/04/2024 00:00;470
2377,2024-04-09 01:00:00-05:00,2024-04-09 01:00:00,09/04/2024 01:00;443
2378,2024-04-09 02:00:00-05:00,2024-04-09 02:00:00,09/04/2024 02:00;443
2379,2024-04-09 03:00:00-05:00,2024-04-09 03:00:00,09/04/2024 03:00;439
2380,2024-04-09 04:00:00-05:00,2024-04-09 04:00:00,09/04/2024 04:00;436
2381,2024-04-09 05:00:00-05:00,2024-04-09 05:00:00,09/04/2024 05:00;412
2382,2024-04-09 06:00:00-05:00,2024-04-09 06:00:00,09/04/2024 06:00;511
2383,2024-04-09 07:00:00-05:00,2024-04-09 07:00:00,09/04/2024 07:00;691
2384,2024-04-09 08:00:00-05:00,2024-04-09 08:00:00,09/04/2024 08:00;1013
2385,2024-04-09 09:00:00-05:00,2024-04-09 09:00:00,09/04/2024 09:00;1282
2386,2024-04-09 10:00:00-05:00,2024-04-09 10:00:00,09/04/2024 10:00;1742
2387,2024-04-09 11:00:00-05:00,2024-04-09 11:00:00,09/04/2024 11:00;2254
2388,2024-04-09 12:00:00-05:00,2024-04-09 12:00:00,09/04/2024 12:00;2347
2389,2024-04-09 13:00:00-05:00,2024-04-09 13:00:00,09/04/2024 13:00;2344
2390,2024-04-09 14:00:00-05:00,2024-04-09 14:00:00,09/04/2024 14:00;2364
2391,2024-04-09 15:00:00-05:00,2024-04-09 15:00:00,09/04/2024 15:00;2422
2392,2024-04-09 16:00:00-05:00,2024-04-09 16:00:00,09/04/2024 16:00;2419
2393,2024-04-09 17:00:00-05:00,2024-04-09 17:00:00,09/04/2024 17:00;2387
2394,2024-04-09 18:00:00-05:00,2024-04-09 18:00:00,09/04/2024 18:00;2288
2395,2024-04-09 19:00:00-05:00,2024-04-09 19:00:00,09/04/2024 19:00;2247
2396,2024-04-09 20:00:00-05:00,2024-04-09 20:00:00,09/04/2024 20:00;2188
2397,2024-04-09 21:00:00-05:00,2024-04-09 21:00:00,09/04/2024 21:00;1972
2398,2024-04-09 22:00:00-05:00,2024-04-09 22:00:00,09/04/2024 22:00;1116
2399,2024-04-09 23:00:00-05:00,2024-04-09 23:00:00,09/04/2024 23:00;616
2400,2024-04-10 00:00:00-05:00,2024-04-10 00:00:00,10/04/2024 00:00;523
2401,2024-04-10 01:00:00-05:00,2024-04-10 01:00:00,10/04/2024 01:00;498
2402,2024-04-10 02:00:00-05:00,2024-04-10 02:00:00,10/04/2024 02:00;474
2403,2024-04-10 03:00:00-05:00,2024-04-10 03:00:00,10/04/2024 03:00;470
2404,2024-04-10 04:00:00-05:00,2024-04-10 04:00:00,10/04/2024 04:00;478
2405,2024-04-10 05:00:00-05:00,2024-04-10 05:00:00,10/04/2024 05:00;452
2406,2024-04-10 06:00:00-05:00,2024-04-10 06:00:00,10/04/2024 06:00;536
2407,2024-04-10 07:00:00-05:00,2024-04-10 07:00:00,10/04/2024 07:00;776
2408,2024-04-10 08:00:00-05:00,2024-04-10 08:00:00,10/04/2024 08:00;1184
2409,2024-04-10 09:00:00-05:00,2024-04-10 09:00:00,10/04/2024 09:00;1371
2410,2024-04-10 10:00:00-05:00,2024-04-10 10:00:00,10/04/2024 10:00;1829
2411,2024-04-10 11:00:00-05:00,2024-04-10 11:00:00,10/04/2024 11:00;2398
2412,2024-04-10 12:00:00-05:00,2024-04-10 12:00:00,10/04/2024 12:00;2418
2413,2024-04-10 13:00:00-05:00,2024-04-10 13:00:00,10/04/2024 13:00;2419
2414,2024-04-10 14:00:00-05:00,2024-04-10 14:00:00,10/04/2024 14:00;2460
2415,2024-04-10 15:00:00-05:00,2024-04-10 15:00:00,10/04/2024 15:00;2360
2416,2024-04-10 16:00:00-05:00,2024-04-10 16:00:00,10/04/2024 16:00;2185
2417,2024-04-10 17:00:00-05:00,2024-04-10 17:00:00,10/04/2024 17:00;2099
2418,2024-04-10 18:00:00-05:00,2024-04-10 18:00:00,10/04/2024 18:00;2075
2419,2024-04-10 19:00:00-05:00,2024-04-10 19:00:00,10/04/2024 19:00;1996
2420,2024-04-10 20:00:00-05:00,2024-04-10 20:00:00,10/04/2024 20:00;2009
2421,2024-04-10 21:00:00-05:00,2024-04-10 21:00:00,10/04/2024 21:00;1772
2422,2024-04-10 22:00:00-05:00,2024-04-10 22:00:00,10/04/2024 22:00;1025
2423,2024-04-10 23:00:00-05:00,2024-04-10 23:00:00,10/04/2024 23:00;563
2424,2024-04-11 00:00:00-05:00,2024-04-11 00:00:00,11/04/2024 00:00;499
2425,2024-04-11 01:00:00-05:00,2024-04-11 01:00:00,11/04/2024 01:00;484
2426,2024-04-11 02:00:00-05:00,2024-04-11 02:00:00,11/04/2024 02:00;474
2427,2024-04-11 03:00:00-05:00,2024-04-11 03:00:00,11/04/2024 03:00;464
2428,2024-04-11 04:00:00-05:00,2024-04-11 04:00:00,11/04/2024 04:00;449
2429,2024-04-11 05:00:00-05:00,2024-04-11 05:00:00,11/04/2024 05:00;425
2430,2024-04-11 06:00:00-05:00,2024-04-11 06:00:00,11/04/2024 06:00;485
2431,2024-04-11 07:00:00-05:00,2024-04-11 07:00:00,11/04/2024 07:00;670
2432,2024-04-11 08:00:00-05:00,2024-04-11 08:00:00,11/04/2024 08:00;1037
2433,2024-04-11 09:00:00-05:00,2024-04-11 09:00:00,11/04/2024 09:00;1227
2434,2024-04-11 10:00:00-05:00,2024-04-11 10:00:00,11/04/2024 10:00;1731
2435,2024-04-11 11:00:00-05:00,2024-04-11 11:00:00,11/04/2024 11:00;2154
2436,2024-04-11 12:00:00-05:00,2024-04-11 12:00:00,11/04/2024 12:00;2181
2437,2024-04-11 13:00:00-05:00,2024-04-11 13:00:00,11/04/2024 13:00;2154
2438,2024-04-11 14:00:00-05:00,2024-04-11 14:00:00,11/04/2024 14:00;2144
2439,2024-04-11 15:00:00-05:00,2024-04-11 15:00:00,11/04/2024 15:00;2150
2440,2024-04-11 16:00:00-05:00,2024-04-11 16:00:00,11/04/2024 16:00;2150
2441,2024-04-11 17:00:00-05:00,2024-04-11 17:00:00,11/04/2024 17:00;2129
2442,2024-04-11 18:00:00-05:00,2024-04-11 18:00:00,11/04/2024 18:00;2122
2443,2024-04-11 19:00:00-05:00,2024-04-11 19:00:00,11/04/2024 19:00;2116
2444,2024-04-11 20:00:00-05:00,2024-04-11 20:00:00,11/04/2024 20:00;2067
2445,2024-04-11 21:00:00-05:00,2024-04-11 21:00:00,11/04/2024 21:00;1896
2446,2024-04-11 22:00:00-05:00,2024-04-11 22:00:00,11/04/2024 22:00;1044
2447,2024-04-11 23:00:00-05:00,2024-04-11 23:00:00,11/04/2024 23:00;543
2448,2024-04-12 00:00:00-05:00,2024-04-12 00:00:00,12/04/2024 00:00;471
2449,2024-04-12 01:00:00-05:00,2024-04-12 01:00:00,12/04/2024 01:00;439
2450,2024-04-12 02:00:00-05:00,2024-04-12 02:00:00,12/04/2024 02:00;446
2451,2024-04-12 03:00:00-05:00,2024-04-12 03:00:00,12/04/2024 03:00;439
2452,2024-04-12 04:00:00-05:00,2024-04-12 04:00:00,12/04/2024 04:00;412
2453,2024-04-12 05:00:00-05:00,2024-04-12 05:00:00,12/04/2024 05:00;388
2454,2024-04-12 06:00:00-05:00,2024-04-12 06:00:00,12/04/2024 06:00;460
2455,2024-04-12 07:00:00-05:00,2024-04-12 07:00:00,12/04/2024 07:00;632
2456,2024-04-12 08:00:00-05:00,2024-04-12 08:00:00,12/04/2024 08:00;938
2457,2024-04-12 09:00:00-05:00,2024-04-12 09:00:00,12/04/2024 09:00;1261
2458,2024-04-12 10:00:00-05:00,2024-04-12 10:00:00,12/04/2024 10:00;1787
2459,2024-04-12 11:00:00-05:00,2024-04-12 11:00:00,12/04/2024 11:00;2185
2460,2024-04-12 12:00:00-05:00,2024-04-12 12:00:00,12/04/2024 12:00;2229
2461,2024-04-12 13:00:00-05:00,2024-04-12 13:00:00,12/04/2024 13:00;2342
2462,2024-04-12 14:00:00-05:00,2024-04-12 14:00:00,12/04/2024 14:00;2381
2463,2024-04-12 15:00:00-05:00,2024-04-12 15:00:00,12/04/2024 15:00;2398
2464,2024-04-12 16:00:00-05:00,2024-04-12 16:00:00,12/04/2024 16:00;2384
2465,2024-04-12 17:00:00-05:00,2024-04-12 17:00:00,12/04/2024 17:00;2367
2466,2024-04-12 18:00:00-05:00,2024-04-12 18:00:00,12/04/2024 18:00;2340
2467,2024-04-12 19:00:00-05:00,2024-04-12 19:00:00,12/04/2024 19:00;2304
2468,2024-04-12 20:00:00-05:00,2024-04-12 20:00:00,12/04/2024 20:00;2259
2469,2024-04-12 21:00:00-05:00,2024-04-12 21:00:00,12/04/2024 21:00;2079
2470,2024-04-12 22:00:00-05:00,2024-04-12 22:00:00,12/04/2024 22:00;1155
2471,2024-04-12 23:00:00-05:00,2024-04-12 23:00:00,12/04/2024 23:00;573
